app,review,rating
카카오톡,"세상에서 가장 무능한 앱임 카카오 문의로 궁금한거 물어볼때마다 동문서답으로 답변하고, 옾챗에서 신고 검토도 안하고 그냥 정지 멕임 ㅋㅋㅋ",1
카카오톡,개 똥 망 어 플,1
카카오톡,백업 하고 싶은데 잘 못 하고 있어요,4
카카오톡,"업뎃 후 알림이 안옵니다. 진동이 안울려요. 앱설정, 카톡설정 다 확인해보고 알림설정도 초기화 해보고, 삭제 후 재설치도 해봤는데 잠깐 해결된 듯 하다가 다시 알림이 안옵니다. 소리도, 진동도 없음.",1
카카오톡,별점 하나도 아까움,1
카카오톡,업데이트 왜 이따구로 함,1
카카오톡,진짜 짜증나네요 소식을 없애달러구요,1
카카오톡,숏폼이 왠말인지 제거 했으면 좋겠네요 넘 불편하네요 ㅡㅡ점점 카톡이 더 이상해지고 대문짝하게 남의 지인 프로필사진이 떡 하니 올라오고 불편하구 짜증나네요 에휴 ㅡㅡ,1
카카오톡,창이 추가로 열리는 답글 기능은 없어도 되지 않았을까 싶습니다. 그리고 한가지 더 리액션 따봉 보라색이 더 좋았는데 그저 휴대폰 유니코드에 기본적으로 탑재되어있는 색과 비슷해진게 너무 아쉽습니다. 그 개성이 있었는데도요.,2
카카오톡,아니 진짜 보이스톡 통화기록은 왜만든거예요??,1
카카오톡,광고도배 ㅡㅡ;,1
카카오톡,또 그지같은 것만 늘려서 열받아서 리뷰를 쓰게 만드는구나 업데이트를 x같이 해서 막아놨더니 업데이트 한사람들 리액션을 못보게 해놨네 대단하십니다들,1
카카오톡,쇼츠가 메인으로 떠서 매우 많이 불편해졌습니다 예전처럼 메신저의 역할에만 충실할 것이지 대다수의 사용자가 원하지 않은 기능을 넣는다는 것은...ㅋ 수뇌부가 조직의 흥망성쇠에 큰 역할을 한다는 것을 다시 한번 느끼게 됩니다. 기존 직원들만 고생이네요,1
카카오톡,드디어 업데이트 적응됨;;,3
카카오톡,업데이트 좀 그만하라규!,1
카카오톡,아 몰라 업데이트 안해,1
카카오톡,자동업뎃 꺼놓고 그냥 쓰고있었는데 이젠 아예 버전 다르면 링크나 컨텐츠도 못보게 막아놨음. 어떤 상황이든 일단 기다리고 있는 중,1
카카오톡,워치8사용자입니다잘오던알림이갑자기안오네요워치앱수정부탁드립니다,2
카카오톡,워치8 사용중인 사용자 입니다 잘오던 카톡 알림이 갑자기 안오네요..워치용 카톡좀 수정부탁드립니다 ㅠㅠ,1
카카오톡,불편 사항을 개선하고 있는 모습이 좋다,1
카카오톡,짜증,1
카카오톡,망할려고 더욱더 노력중?경영진이 안티인가?잘쓰고 있는 기본이모티콘 왜 없애서 사람들 불편하게 만드는건가요???,1
카카오톡,작작해라 제발 1점도 주기싫네,1
카카오톡,25년 9월 5일 업데이트 이후 안한 내가 잘했네,5
카카오톡,친구소식 궁금하면 인스타 하겠지 카카오톡 하겠냐?,1
카카오톡,프로필 편집 왜케 안돼? 아니 뭐가 떠야 지우든 말든 할거 아니냐고 뭐 업데이트 해도 안돼 껐다 켜도 안돼 지웠다 깔아도 안돼 어쩌라고 진짜,1
카카오톡,진심 보기 싫은 숏폼 좀 안 볼 수 있게 못 하나? 가면 갈수록 왜 이러냐,2
카카오톡,업데이트 안하고 있어요,1
카카오톡,メロンを除いて全てのサービスが最悪、そしてカカオTカーシェアリングサービスは動作しない。카카오=중국공산당 하청업체.,1
카카오톡,프로필 사진 좀 한번에 봅시다..... 핵불편하네 진짜ㅡㅡ 보고싶은 프사는 안뜨고 엄한 사진만 계속 떠요 왜!!,1
카카오톡,병x 개버1러지 앱,1
카카오톡,"업데이트 이전에는 카톡 친구탭 들어갔을 때 업데이트프로필, 특별한친구, 생일인 친구 이부분을 접어서 안보이게 할 수 있었는데 이제는 친구찾으려면 이것들을 무조건 봐야해서 너무 불편해요. 업데이트 이전처럼 이부분을 접을수 있거나 아예 안뜨게해서 안볼 수 있는 선택지를 주세요. 알고싶지않은 정보, 보고싶지 않은 친구와 생일정보까지 매번 보고싶지 않습니다. 그리고 숏츠도 보기싫은데 클릭하다보면 한번씩 떠서 보게됩니다. 제발안보고싶어요. 업데이트 미루다가 해봤는데 너무 후회됩니다. 제발 이전처럼 해주세요!",1
카카오톡,숏폼처없애라고,1
카카오톡,피로도가 극에 달한다. 화무십일홍. 너희도 조만간이다.,1
카카오톡,숏폼이랑 소식탭좀 지워주세요 제발,1
카카오톡,진짜 거지같네 키워드알림 소리도 안나고 왜 있는거죠?,1
카카오톡,별한개도 아까워졌음 아무리 돈에 눈이멀었다해도 이정도로 편의성이 개판이 되버려서 한손으로 친구찾고 한손으로 원하는 톡방찾는 간편함은 죄 사라졌고 숏츠나 영상으로 도배만되어 탭을 이리저리 움직여야하고 찾기기능에도 광고나 친구가 아닌 인간들 잔뜩떠서 정확하게 이름못쓰면 우르르 이상한 프로필나옴,1
카카오톡,왜 욕하면 채팅제한됨?ㅉ,1
카카오톡,아니 지인한테 카톡보낼려고 이름 검색하는데 본인 지인이 아닌 전국각지의 모르는사람들만 다뜨게해놨습니다. 이거 개인정보 유출 아닌가요? ㅋㅋ 어이가 없습니다 ㅋㅋ 그래놓고 글에 공감이모티콘 단사람들 누군지 볼려고 해도 안보이게 해놨는데 물어보니 개인정보유출이라 그렇게 해놨답니다 ㅋㅋㅋㅋ 공감이모티콘 누를때 자기가 노출되는거 알고 누릅니다 ㅋㅋㅋ어느 저능아가 카톡을 이끌어가나요??,1
카카오톡,카카 오 톡,5
카카오톡,왜 자꾸 소식 먼저 뜨게하냐,1
카카오톡,매우 아주 좋아요,5
카카오톡,사람들과 대화 매일할수있어서 좋아요,5
카카오톡,카톡아 1.4다 어카냐 ㅋㅋ. 쿠키런(카쿠런)이랑 카카오프렌즈가 니보다 민심 나아. 그 인스타처럼 바꾼다는 미친 복잡한 업뎃은 왜해서 이따구로 만들어놨어. 로블 채팅 차단 수준이야. 제발 고쳐라 카콥아. 아 그리고 프로필 편집할 때 갤러리 스티커도 쓸 수 있게해.,1
카카오톡,쓸대없는 기는 원하지도 않는 기농 업대이트도 지들 마음대로,1
카카오톡,"너무 불편해요. 진심.. 괜히 업데이트해서 보기 싫은 숏폼도 계속 뜨고 매번 채팅이 어디있나 찾아야해요. 좀 옛날로 돌려주세요.. 아진짜 평가 절대 안쓰는데 넘 귀찮고 쓰기싫게 변해서 남겨요. 아 진짜.,,,,",1
카카오톡,좋아요,5
카카오톡,아니 나 숏폼에 정상적인 댓글 달았는데 그것때문에 채팅 금지당함,1
카카오톡,"Bealy nicely! Com on new lam! Aligatougojaimasoo! 감사 합니다! 😅🌶🥕🍅🌽🍟🍚🏺🫖 Thankyoo ! 그리고 ~ 또, 뭐유? 잼 나는 앱이네유! What is you a naim?",5
카카오톡,홍민택이 시키드나?,1
카카오톡,최악,1
카카오톡,가끔씩 소식 뜨네. 소식 안뜨게 업뎃 해라,1
카카오톡,카카오 망하기 전인 듯. 이젠 나도 거의 안 쓴다.,1
카카오톡,인증 초과시 해지하는 방법이 없고 24시간 시간소요 불만입니다.,1
카카오톡,쓰레기,1
카카오톡,일하는 분들이 뭔 죄가 있어요 돈이 미친 윗것들이 문제죠. 쓸수록 돈이 집착하는 시스템이 역겹지만 일땜에 씁니다. 얼른 대체 메신저가 생겼으면 좋겠어요..,1
카카오톡,이제 중국발 영상도 나온다고?? 업데이트 절대안해~,1
카카오톡,카카오톡 광고만 늠,1
카카오톡,재가입이 안되요,1
카카오톡,아 알람엔 카톡3개라고써있는데 막상들어가면 2개잖아요;;,1
카카오톡,소식없애라,1
카카오톡,멍청한 사람이 권력을 지니면 얼마나 많은 사람이 피해를 보는지 알수있는 아주 좋은 예시,1
카카오톡,업데이트를 안할수 없게 만들어놨네😞,1
카카오톡,수정기능 업데이트 되고나서 보낸 메세지는 삭제가 안되고 사진만 삭제되네요 1년째 안고쳐지는중,1
카카오톡,카톡이 너무 좋아요?,5
카카오톡,하 보톡 왜 이유없이 팅기는데 하 업데이트 한뒤로 더 장애가 됬네여 뭐하는건지 그냥 어플이 듣보 채팅어플이랑 뭔차이죠?,1
카카오톡,뭐입디까 업데이트 ㅡㅡ? 하 갈수록진짜,1
카카오톡,이해할수 있도록 아래돼서 감사해요,5
카카오톡,알람이 쳐 안 오잖아,5
카카오톡,이상한 업데이트 하는 것도 별 생각 없이 넘겼는데 업데이트 하는 족족 보이스톡 매번 나가지고 답답해 죽겠어요,1
카카오톡,숏폼 종종나 불편해,1
카카오톡,애들이랑 통화하는데 자꾸 렉 걸리고 통화가 자꾸 자동으로 끊어져요,1
카카오톡,업데이트를 안하니 잘 보이던 위치공유가 안보이네???,1
카카오톡,ㄲㅈ 인스타화 작작하세요,2
카카오톡,릴스 좀 없애든가 선택보기로 바꿔주세요. 너무 불편합니다.,1
카카오톡,진짜 별로다 구리다,1
카카오톡,쓰는 이에 집중같은 소리 집어치워라 카카오톡을 인스타 처럼 만든 개발자는 사퇴해라 그리고 자동 업데이트 꺼놨는데 지가 그냥 업데이트 하는건 뭐냐? 내가 남의 사진을 대문짝만하게 봐가면서까지 카톡을 써야 하나 싶음 누가 이걸 메신저 앱이라고 함? 이건 인스타그램 따라한 짭스타그램에 불과함. 그리고 피드 없앤다고 해서 봤더니 소식 탭으로 분리한다네? 카카오톡은 초심을 잃었나? 업데이트 전부터 광고 끼워넣더니 이젠 광고가 덕지덕지 프로필 넘기고 뭐 하다보면 어느새 광고를 5개쯤 봤을거임. 심지어 별점 1점 중국산 양산형 게임보다 낮은 별점을 자랑하는 카카오톡... 한메일 때도 비슷하게 가다가 망한 걸로 아는데 카톡도 그 길을 걷는중임 아주그냥 가관이다 가관 이럴거면 인스타를 쓰겠다! 그리고 이번엔 공감 이모티콘 추가 및 최대 30개? 뭐 장난치는거임? 각기 다른 감정으로 30번이나 공감할 일이 있다고 생각함?도대체 누구 의견인지 궁금함.,1
카카오톡,예전이 훨 나았음,1
카카오톡,카톡 기본이모티콘 미니로 만든건 이해하는데 왤케 못생겨졌냐? 눈 없어요? 센스 없어요?,3
카카오톡,잘 사용 못하고 있습니다,1
카카오톡,걍 메신저앱 초심 지켜라,1
카카오톡,진짜 짜증남..,1
카카오톡,업뎃안하려고 자동업뎃안되게 해놓고 혹시 잘못누를까 조바심갖고 사용합니다 쓰면쓸수록 업뎃해야볼수있다는 상황이 자주펼쳐지네요 기존대로 빠른복구바랍니다!!!!,1
카카오톡,좋네요 키톡 업데이트,5
카카오톡,카카오톡 이모티콘 사기 전에 채팅창으로 미리 사용해 볼 수 있는 기능 어디 갔나요?,1
카카오톡,왜 별 0개는 안되죠?,1
카카오톡,업뎃 안하면 스티커도 안보이네 ㅋㅋㅋㅋ 졸렬하다 진짜,1
카카오톡,광고의 늪에 빠져버린 머기업 야후와 라이코스의 절차를 밟고있다. 20년에 작성한 뒤 6년이 지났다. 이제 슬슬 없어지면 좋겠지 싶다,1
카카오톡,소식탭 숨기기를 만들거나 삭제해라,1
카카오톡,한국인 필수앱,1
카카오톡,카톡은 기기마다 중복 로그인이 되지않는데 이에 관한 제대로 된 사전안내가 없어서 결국 그 동안의 대화 데이터가 초기화되는 피해를 입었습니다. 솔직히 카톡은 백업기능이 부실하거나 돈을 써야 그나마 제대로 백업이 될 정도로 문제가 많은거 같습니다.,1
카카오톡,질린다,1
카카오톡,최악. 업데이트 방향이 누굴 위한건지 모르겠음.,1
카카오톡,쉰내나는 인스타,1
카카오톡,제발 옛날로 돌아와... 프사 사진 수정하기 왜 안되는데... 그리고 업데이트 상단에 안뜨게 좀 해줘 제발..,1
카카오톡,제발 원시로 돌아가주세요 인스타도 안하는데 왜 이딴 기능들을 이건 고문이에요.. 숏폼도 왜 들어간거죠 카톡이랑 1도 상관없는데 진심 이해가 안갑니다 젊은사람은 다 이딴거 좋아하는 줄 아나,1
카카오톡,망해간다~인스 따라하지말고 기본에 충실해라,1
카카오톡,"해외 전화번호를 이용하고 있을때와 한국 전화번호를 이용하고 있을때의 카카오톡 버젼이 다릅니다. 사용할 수 있는 기능도, 플러스 친구도 다릅니다. 해외러가 불편함을 느끼는게 없지않아 있네요:(",3
카카오톡,불편한 업데이트를 자꾸하네,1
카카오톡,메신저 독점의 폐해,1
카카오톡,앺안되는지 5일지났는데 애로사항이 전혀 해결안됨,1
카카오톡,자잘한거 업데이트 하지 말고 롤백이나 좀 합시다,1
카카오톡,아씨 업뎃을 어떻게 하길래 불편함만 늘어나요? 친구 소식이나 쇼츠 안보고싶은데 어거지로 그쪽 창 먼저 뜨는건 뭐고 친구 검색하면 왜 그 친구 대화창이 먼저 안떠요?? 검색했을때 최신 대화순이 아니라 그 친구 채팅창이 먼저 떠야 맞는거 아닌가 왜 자꾸 불편하고 쓰기 힘들게 업뎃해요? 장난해요? 기획자 나와봐요,1
카카오톡,아니 한두번도 아니고 한번 설정이 초기화가 되면 싹다 원래대로 다시 복구해야함. 그러니 나도 더이상 못참고 1점행렬(?)에 동참합니다.,1
카카오톡,안읽은 탭 좀 없애요 대화창 내리는데 자꾸 옆으로 넘어감 쓸데없는 기능 개많음 왜이러는 거에요 자꾸 이딴 식이니까 주식도 그모양이지,1
카카오톡,강제로 업데이트를 하는게 말이 되나 기분 더럽네 쇼츠 차단 기능 넣으라고,1
카카오톡,소식 삭제하시라고요 은근슬쩍 친구에서 소식이 강제로 보이도록 설정해 놓은거 너무 역겨움 유저로 장난질치는 기업은 꼭 망했으면,1
카카오톡,송금한 이력 어디서보는건가요 카카오페이쪽 기능은 많은데 너무 복잡하고 보기 어렵습니더 특별한친구랑 생일인친구 전처럼 숨길수있게해주세요,5
카카오톡,업데이트 할수록 앱이 개판이 됨.,1
카카오톡,오픈채팅 팠을 때 방 안 보이는 오류 좀 고쳐,1
카카오톡,점점 국민 카카오가 어쩔수없이 사용하게되는 앱이 되어가네요. 사용하면서 욕나오게되는 카카오. 주식이 왜 이렇게 됐는지 초심으로가서 보세요.,1
카카오톡,어제 업데이트 이후 잘 뜨던 친구가 갑자기 연락처랑 동기화된게 아닌 그냥 ID로 친구추가한 사람처럼 통화누를시 번호도 떠야하는데 안뜨고 일부 몇 사람만 그렇게 표기됨. PC랑 모바일 둘 다 서로 다르게 엉뚱하게 친구 프로필들이 달라짐. 왜 이따위로 업데트를 하는거임?,1
카카오톡,겸허히 받아들이세요,1
카카오톡,너무번거롭고 불편해요,2
카카오톡,6월 16일 화요일에 서랍기능 업데이트가 되었네요 너무 좋아요 ^^,5
카카오톡,업데이트 프로필이 자꾸 흘러가길래 고정시키고 싶어서 봤더니 친구 검색해서 보면 다른 버전이네요? 이상한걸 왜 자꾸 끼워넣으시는거죠,1
카카오톡,절!대! 업뎃안한다,1
카카오톡,친구 추천 기능 끄면 안보이게 해주세요. 왜 줄줄이 보이나요 참 나... ㅡㅡ;; 진짜 다른 앱 안나오는지.,1
카카오톡,자꾸 원하지도 않는 친구소식탭과 숏폼으로 자동으로 들어가게 되는데 이거 나오지 않게 못하나요?,1
카카오톡,특별한친구 좀 없애주세요 진짜 이상한것만 생기냐 햐,1
카카오톡,신경쓰여서 업데이트를 못하겠음 ㅠㅠ,1
카카오톡,제발 이게 망하고 라인의 시대가 왔으면,1
카카오톡,제발 리액션 원래대로 돌려주세요.. 임티는 이미 알아서 잘 쓰고 있고 빠르게 답하려고 리액션 쓰는 건데 디자인도 다 바뀌고 가지수도 많아지니 더 불편합니다. 게다가 리액션 단 사람이 이젠 한눈에 안보이고 탭을 계속 바꿔 눌러가며 확인해야 해서 불편해요. 점점 기능이 퇴보하면 어쩌자는 거에요..,1
카카오톡,업데이트 하라고 뜨고 나서 태블릿에서 아예 사용이 안되는데 왜그런거죠? 뭘 쓰게 해놓고 쓰라고 해야지,1
카카오톡,카카오톡 때문에 탭을박꿔야하나 이건 아니라고 본다,1
카카오톡,쓰레기,1
카카오톡,아 나 진짜 개짜증나네 톡할일없는데 겜때문에 이용하는데 톡이 만료됐다나 삭제하고 재설치했는데 그 메세지가 왜 자꾸 뜨는데??? 뭐 이따구 업뎃이 있냐구?????????,1
카카오톡,그 누구보다 돈미새. 이제 PC판 업데이트 하면 배너 팝업 광고 다시나오네 ㅎㅎ,1
카카오톡,정말 최악의 어플로 거듭나고있음,1
카카오톡,업데이트가 안돼요 ㅜㅡㅠ,1
카카오톡,뱁새가 황새 따라가면 가랑이 찢어진다.,1
카카오톡,감다뒤..,1
카카오톡,갈수록 불편하게 만드는앱,1
카카오톡,로그인이 안되요...,1
카카오톡,업댓하고 알림이 울리지 않아요 제발 좀 빨리 고쳐주세요!!!!!,1
카카오톡,0.1점 주는게 없어서 1점 드립니다^^,1
카카오톡,얘네 또 은근슬쩍 숏폼으로 먼저 가지는 기능켜놨음 말 다함,1
카카오톡,알림 숫자 뱃지가 이상함 2개 왔는데도 3이라고 떠있고 걍 지멋대로임;;;,1
카카오톡,아니 오픈채팅방 예약메시지 이용할수 있게 조취 취해주세요,1
카카오톡,원치않는 알림톡 짜증나요 처음부터 거부할 수 없고 받은후에 차단하는 방식 강매와 다를바 없습니다,1
카카오톡,결국 업데이트가 되어버렸어,1
카카오톡,"새로운거 만들지말고 ㅇ - 친구가 올린 사진을 안볼수있게 바꿔주세요. - 오픈 채팅, 게임 이 둘 다 없애주세요",1
카카오톡,업데이트 최악입니다. 삭제할수 없어서 지우지는 않았지만 사용하고 싶지않네요.,1
카카오톡,26.5.19) 지금도 업뎃 안 하는 중 ㅋㅋㅋㅋ 앞으로도 안 할 거고 백날천날 앱 안에서 업뎃 메시지 띄워도 안 누름,1
카카오톡,숏폼 제발 없애주고 감정표현 못보게 하는걸로 기싸움 할 줄은 몰랐다,1
카카오톡,카카오톡 나의 낙이 됩니다,5
카카오톡,사용해주는 거에 감사해하세요.,1
카카오톡,최악입니다.,1
카카오톡,절대색감 제한시간 5초로 늘려라 3초로 하니까 그냥 미친 운빨 게임이잖아 색감 구별하는 게 아니라,1
카카오톡,"어차피 작년에 내 폰에 업뎃된거 되돌릴수도 없고,, 그냥 앞으로 마음껏 새롭게 시켜라. 카톡 주가는 카톡 평점처럼 쭉쭉 떨어질듯. 몇년 후엔 한시절 풍미했던 어플로 남을거고 이 평은 성지글이 되겠지.",1
카카오톡,프로필 누르면 스토리 같이 뜨는거 진짜 별로네요 ...,1
카카오톡,쓰지마십쇼,1
카카오톡,좀 쓸데없는 업뎃좀 하지마세요;;;;,1
카카오톡,원래대로 돌려놔라!,1
카카오톡,옛날 카톡으로 돌려주세요 인스타 따라하지마시구여 진짜 불편합니다 이럴거면 디엠으로 연락하지,1
카카오톡,구려용,1
카카오톡,업데이트되고 보기 싫은것을 보게 됨,1
카카오톡,채팅방 상단 고정 20개 추가 하시오,1
카카오톡,쇼츠 등 너무 싫음.,1
카카오톡,good,5
카카오톡,또 은근슬쩍 소식탭이랑 숏폼탭으로 바뀌게 해놨네? 업데이트 하면서 장난질 하지마라 진심 개짜증나니까ㅡㅡ,1
카카오톡,그 이후로 야금야금 점점 이상하게 만들어간다,1
카카오톡,카카오톡 오픈채팅.. 포스트가 안되욧..,3
카카오톡,연락도 잘안되고 대화내용 삭제된거 복원도 안되고 다른기계에 한번 로그인한번했다고 전에 대화내용 전부 삭제됨,1
카카오톡,돌려놔라,1
카카오톡,업데이트후 너무 느려졌어요,1
카카오톡,"아니 자꾸 보톡, 페톡 할때마다 1분 59초때 나가지고, 마이크 울리고, 내 목소리나 상대방 목소리가 엄청 작게 들리고, 아니면 엄청 크게 들린다거나. 아무튼 너무 오류가 많음",1
카카오톡,1개도 아깝다,1
