"저작물코드우수저작물 저작물명","우수저작물 저작물명","우수저작물 본문내용","우수저작물 저작물적용일","우수저작물 저작물 분류코드","저작물분류명","우수저작물 저작물 형태명","우수저작물 저작물 형태코드","우수저작물 저작물URL","썸네일파일경로","우수저작물 공개여부","우수저작물 조회수","우수저작물 키워드명","게시판코드","우수저작물 게시판명"
"92698","시민 중심의 디지털 서울! 서울시설공단 스마트 시티 워크숍 현장 스케치","바야흐로 4차산업 시대! 빅데이터, IoT, AI와 같은 디지털 기술의 융합을 통해 시민들에게 더 나은 공공서비스를 제공하고자, 작년 5월 공단은 디지털전략팀을 신설하였습니다. (관련 글: 디지털 기술과의 융합을 꿈꾼다! 4차 산업혁명 대비 디지털전략팀 신설) 그리고, 이에 대한 역량을 쌓기 위해 외부 전문가의 4차산업 관련 강연을 수강할 수 있는 디지털 삼매경 공단의 Digital Transformation을 이끌어 나갈 디지털 에반젤리스트 운영 등 4차 산업혁명에 대비한 교육을 꾸준히 진행하고 있었는데요, (관련 글: 공단의 디지털 기술과의 융합! 에반젤리스트와 함께 합니다!) 공단 인재개발원과 홍보마케팅실 디지털전략팀, 그리고 서울디지털재단의 협업을 통해 진행된 교육! 이번 교육의 주제는 미래 4차산업 기술이 접목된 똑똑한 도시, 스마트 시티 입니다. 공단의 미래를 이끌어 갈 신입직원과 4차산업에 대해 관심 있는 희망직원들을 대상으로 개포디지털혁신파크에서 8시간 동안 진행되었습니다. 첫번째 순서로, 서울디지털재단 이정우 팀장님이 시민의 스마트시티라는 주제로 강연을 하셨는데요, 시민의 편의를 위한, 사람을 위한 스마트시티를 구축해야된다.는 팀장님의 메시지가 정말 인상적이었습니다. 공단이 사업에 디지털 기술을 융합시키려는 이유가 무엇인지 다시 한번 생각해 보면서, 공단의 디지털 기술 또한 시민을 향해야 한다.는 다짐을 새긴 뜻깊은 시간이었습니다. 두번째 순서는 3D Printing 체험시간이었습니다. 프린팅 프로그램에 대해 배우고, 3D 프린터를 통해 자신의 이니셜이 새겨진 휴대폰 고리를 만들어 보는 시간. 처음엔 왜 이렇게 어려워? 하다가도, 곧잘 따라하는 교육생들! 3D Printing 기술이 좀 더 정교해진다면, 일상적인 물건 쯤은 몇 분안에 뚝딱 만들 수 있지 않을까 생각해봤습니다! 마지막으로, 디지털 기술을 접목하여 시민에게 더 나은 서비스를 제공 할 수 있는 아이디어를 모으고, 조별로 발표하는 시간을 가졌습니다. 톡톡튀는 아이디어라면 어떤 것이든 OK! 비판은 자제하고, 간단한 의견들도 모아모아~ 기발한 아이디어들이 나왔는데요, 시민 편의를 위해 공단 사업에 어떻게 디지털 기술을 활용할 것인가를 생각해 볼 수 있던, 뜻깊은 시간이었습니다. 스마트시티 워크숍 교육은 공단 내 디지털 에반젤리스트를 대상으로 2월 28일부터 시작하였으며, 신입직원과 희망직원으로 대상을 확대하여 매주 새로운 교육생들을 맞이하고 있습니다. 그리고 4월 13일, 7번째 교육을 마지막으로 종료됩니다. 공단의 사업과 첨단 디지털 기술의 콜라보! 서울시설공단이 그려 나갈 시민중심의 공공서비스, 시민중심의 스마트 서울을 기대해주세요! :D","2018-03-26","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=397&bcd=community&pgno=1","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=1(137).jpg","Y","698","#빅데이터,#IoT,#AI,#공공서비스,#4차산업혁명","4","서울 이야기 > 서울 사람"
"92664","따릉따릉~ 더욱 간편한 새 앱과 함께 따릉이로 서울을 누벼요!","따릉이 새 어플리케이션이 출시되었다는 소식~ 다들 접하셨을텐데요! 더욱 강해진 따릉이 어플리케이션! 대체 뭐가 바뀌고, 어떤 점이 좋아졌는지! 한번 살펴 볼까요? 첫번째, 귀찮고 복잡한 본인인증 절차가 없어졌어요! 휴대전화 번호 인증만으로 회원가입이 가능하다는 사실! 그리고 신규 가입자분들은 기존 SNS 계정(네이버 / 카톡 / 페북)으로 더~욱 쉽게 이용 가능합니다! 두번째, 신규 모바일 앱을 이용하시면 간편결제 시스템을 활용하실 수 있습니다! 카카오페이와 페이코에서 제공하는 간편결제서비스! 지문인식이나 결제비밀번호 입력이면 단 몇초만에 간단하게 결제가 가능합니다! 물론 결제취소, 환불신청도 가능하며 무엇보다 결제 진행 상황을 한눈에 확인 가능하다는 것! 세번째, 혁신 중의 혁신! 지도 기반 서비스 개선 소식! 그동안 따릉이 대여소 찾기가 힘들었는데 이제는 걱정 NoNo~! 본인 위치 기반으로 가까운 따릉이 대여소가 지도에 표출됩니다! 지도상에서 가까운 대여소를 바로 선택해서 따릉이 대여가 가능하구요, 대여소에 탈 수 있는 자전거는 몇 대가 있는지...자전거 수량도 한눈에 확인 할 수 있습니다! 덧1. 따릉이 앱의 알림 기능 사용에 동의하시면, 기존 카카오알림톡으로 받던 대여/반납 정보를 모바일 어플리케이션으로도 실시간 확인하실 수 있습니다! 덧2. 앱 내에서 새로운 대여소 설치를 건의할 수 있다는 사실! 그리고 자전거 장애 및 고장신고도 가능해졌어요~!! 자전거 고장 부위를 선택하면, 손쉽게 신고 할 수 있습니다! 이번에 새롭게 선보이는 따릉이 모바일 앱은 지난 5월 한달간 300명의 따릉이 시민모니터링단 의견을 적극 반영하여 개편했습니다! 서울시설공단은 앞으로도 시민들이 공공자전거 따릉이를 더~욱 편리하고 안전하게 이용할 수 있도록 최선을 다하겠습니다! 더욱 편리해진 따릉이와 함께~ 씽씽 서울을 누비세요! :)","2018-06-20","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=414&bcd=community&pgno=1","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=20180612_gonggongjajeongeo_ttareungiaeb_gaepyeon_0004.jpg","Y","664","#어플리케이션,#본인인증,#회원가입,#대여소","4","서울 이야기 > 서울 사람"
"92665","귀염둥이 아기코끼리 &prime;코리&prime;와 함께 동물이 행복한 서울어린이대공원!","23년 만에 서울어린이대공원에서 태어난 아기코끼리 이야기! 영상과 함께 잘 보셨나요?! (관련 글: 서울어린이대공원의 귀염둥이! 아기코끼리 100일 잔치가 열렸어요~ ) (관련 영상: [서울시설공단] 서울어린이대공원 동물원 아기 코끼리 탄생) 이 아기코끼리가 드디어 이름을 가지게 되었으니, 그 이름은 바로 코리! 지난 5월 5일에 백일 기념잔치와 함께 현장공모를 진행하였고, 5일부터 25일까지는 서울어린이대공원 페이스북SNS 시민대상 공모를 실시하였는에요. 총 1,380건의 응모가 들어왔습니다! 이 중에서 코리와 아코, 조이, 캄보, 캄찍이 등의 이름이 치열하게 경합하였다는 사실! 이름 선정 과정은 1차로 서울어린이대공원 동물원 사육사 투표, 2차로 어린이위원회와 학부모, 자원봉사자 등 선호도 투표를 실시하고 마지막으로 서울어린이대공원 어린이위원회의 최종 토론을 진행하는 등 신중한 과정을 거쳐서 코끼리를 정겹고, 귀엽게 줄여 부르는 말인 코리가 최종 선정되었습니다! 이렇게 귀~한 동물가족이 탄생한 만큼, 동물원 환경개선과 동물복지 증진을 위한 서울어린이대공원의 노력도 계속됩니다! 4월 20일에는 국내 동물원 최초로 학계와 동물복지전문가, 동물보호단체 등 국내 동물복지 전문가 등으로 구성된 동물복지윤리위원회를 설치하였는데요~! 5월 15일 제1차 회의를 개최하였고, 앞으로 지속적인 회의를 통해 서울어린이대공원의 동물복지에 대해 고민하고, 질병 치료와 함께 동물보호 등에 대한 역할을 할 예정입니다! 23년 만에 태어난 아기코끼리 코리. 동물원 코끼리사에서 엄마 캄순이를 졸~졸 따라다니며 귀여운 행동으로 시민의 인기를 끌고 있는데요, 많은 시민의 관심과 사랑으로 이름을 얻게 된 만큼, 앞으로 코리가 건강하게 자랄 수 있도록 동물원 에티켓 시민 참여 캠페인 등 건강한 관람문화 정착, 동물학교 프로그램 등 동물이 행복한 동물원 만들기에 서울어린이대공원이 앞장서겠습니다!","2018-06-20","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=415&bcd=community&pgno=1","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=1(23).png","Y","665","#백일,#기념잔치,#동물복지윤리위원회","4","서울 이야기 > 서울 사람"
"92666","라오스 야구 국가대표 선수단, 서울시설공단을 방문하다!","6월 12일! 라오스 야구협회 부회장 이만수 감독님과 라오스 야구 국가대표 40여 명의 선수단이 서울시설공단을 방문했습니다! 방문 투어가 있기 전! 공단과 라오스 야구 국가대표 선수들과의 특별한 인연이 있는데요~ 공단은 지난 2015년 6월 1일부터 9일까지 공단 제1기 한울 해외봉사단 15명은 라오스의 수도 비엔티안에서 라오J브라더스 야구센터 건립 기술봉사를 시행하였습니다. 라오스 현지 야구팀 선수들과 함께 작업하면서 즐거운 추억도 만들고, 친선경기를 통해 두터운 우정을 쌓고 돌아왔습니다! 그 이후로 지속해서 연락하며 교류를 이어오던 중, 라오스 야구 국가대표팀이 오는 8월 인도네시아 자카르타 - 팔렘방 아시아 경기대회 전지훈련을 위해 한국을 방문한다는 소식을 듣고! 기쁜 마음으로 공단에 초청하여 투어를 진행하게 되었습니다! 이번 투어는 2015년에 해외 봉사활동을 다녀왔던 봉사대장님과 대원분들께서 사전준비도 함께 해주시고, 오늘 투어까지 동행해주셨는데요~ 라오스 선수들은 도착하자마자 어색함도 잠시, 저희와 반갑게 인사를 나누었습니다. 특히, 봉사대원은 오랜만에 만난 라오스 선수들과 눈을 맞추며 안부를 묻는 등 오랜만에 이야기꽃을 피웠습니다. 먼저 청사 20층으로 이동하여 서울교통정보센터를 견학하였고, 직원들과 함께 점심 식사 후 청계천을 따라 걸으며 청계광장을 관람하였습니다. 그 후에는 버스로 이동~ 서울월드컵경기장 스타디움 투어를 체험한 후, 고척돔 경기장을 방문하여 KBO 리그 경기를 관람하였습니다! 투어 다음날에는 공단 야구 동호회와 친선 게임도 함께하였습니다! 이번 공단을 방문한 라오스 선수팀에게 기념품과 작은 선물을 전달했는데, 선수들이 모두 감사하다며 해맑은 미소를 보여주었습니다. 또한, 시설물 견학을 하면서 라오스 선수단의 웃음소리가 끊이질 않았습니다. 이번 투어를 함께해주었던 봉사대원들 역시, 오랜만에 반가운 친구들을 보게 되어 행복했다는 후기를 전했습니다. 라오스 야구 국가대표 선수단의 한국 전지훈련을 무사히 마칠 수 있기를 기원하며, 이번 아시안 게임에서의 활약도 응원합니다!","2018-06-20","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=416&bcd=community&pgno=1","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=sajin1(9).jpg","Y","666","#비엔티안,#투어,#해외봉사,#청계광장","4","서울 이야기 > 서울 사람"
"92667","자동차전용도로에 장미길이 활~짝! 시민 여러분, 이젠 꽃길만 달려요~!","서울시의 자동차 전용도로를 책임지고 있는 서울시설공단! 도로환경 개선을 위해 매년 도로변에 꽃을 식재하고 있는데요~ 올해 도로를 가득채운 꽃은 바로바로 빨간~장미! 열정과 기쁨의 꽃말이 있는 빨~간 장미로 삭막했을 자동차전용도로를 색다르게 바꿨습니다! 덧. 이 외에도, 자동차도로관리를 위해 서울시설공단이 하는 일은 무엇이 있을까요~? 첫번째, 안전한 도로를 위한 도로시설물 관리 점검뿐 아니라 운전자들에게 볼거리를 제공할 수 있는 경관특화 사업, 겨울에는 제설작업, 여름에는 도로 위 열기를 식혀줄 살수 작업과 겨우내 쌓인 먼지와 염화칼슘을 제거하는 봄맞이 도로청소까지! 자동차 전용도로를 이용하시는 시민여러분들이 항상 행복하고, 안전하게 다니실 수 있도록 항상 준비하고 있습니다! 지루할 수 있는 회색 아스팔트 도로, 하지만 붉은 장미와 함께~ 이젠 꽃길만 달리세요! 빨간 장미의 그 밝은 기운이 일상을 살아가는 시민여러분께 조그마한 생기와 설렘을 줄 수 있으면 좋겠습니다!!","2018-06-21","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=417&bcd=community&pgno=1","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=20180605_jadongchajeonyongdoro_jangmi_0002.jpg","Y","667","#도로환경,#도로변,#꽃,#식재,#장미","4","서울 이야기 > 서울 사람"
"92668","소확행을 실천하는 서울 지하도상가! G:HA 9호에서 만나보세요~!","서울시의 지하도상가를 관리·운영하고 있는 서울시설공단! 지하도상가의 활성화를 위해서 지하도상가의 숨은 정보를 모아모아~ 지하(G:HA)라는 잡지를 발간하고 있는데요! 이번 포스팅의 주제는 여기, 진솔하거나 혹은 행복하거나 남대문지하도상가와 종로4가지하도상가를 중심으로 자신만의 철학과 아이디어를 담아 제품을 만들고 다양한 강좌도 진행하며 삶의 소소한 행복을 나누고 있는 점포들을 소개하고 있는 지하 9호! 착한 액세서리를 통해 업사이클링을 이어가는 이자인원오원 천연 수제비누를 만드는 공방 플라워인 우리 옷, 한복의 정체성을 지켜나가며 한복을 만드는 행복한 일상의 이야기를 전파하는 봉선와 등 핸드메이드 제품을 통해 소확행을 실천하는 지하도상가의 모습이 담겨 있습니다! 또한 강남터미널지하도상가에서 감각적이고 세련된 인테리어 소품을 판매하고 있는 다양한 점포를 소개하고, 인테리어 시 알아두면 유용한 정보도 함께 제공하고 있습니다~! 이외에도 을지로지하도상가, 달콤한 로드 파트에서는 직장인들의 오감을 사로잡을 디저트 점포 6곳이 일러스트로 소개되어 있다는 점! 이번 지하9호에서는 직접 제품을 제작하는 지하도상가 상인분들의 스토리를 통해 다른 곳에서 찾아볼 수 없는 지하도상가만의 매력을 시민여러분께 소개하고자 하였습니다. 지하도상가의 활성화를 위해 노력하는 서울시설공단! 다음 G:HA(지하)에도 서울 지하도상가와 관련된 다양~한 정보를 시민들에게 보다 쉽고, 재미있게 전달할 수 있도록 노력하겠습니다! ▶ G:HA(지하) 보러가기 또 한가지 정보~!!! 6월 30일부터 7월 1일 양일간, 청계광장에 오시면 지상으로 올라온 지하상가! 두더지마켓을 만나보실 수 있는데요! 의류부터 패션잡화, 인테리어 소품, 핸드메이드 제품 등~ 서울시내 11개 지하도상가에서 모인 30여개의 점포의 다양한 제품도 만나보실 수 있구요~ 시민들을 위한 다채로운 문화행사도 열린다는 점! 인디밴드의 버스킹 공연은 물론, 추억의 두더지게임 등 프로모션 이벤트 또한 진행된다고 합니다! 6월 30일~7월 1일! 주말, 청계광장에 오셔서 다양한 제품도 만나보시고~ 이색 볼거리도 즐기러 오세요!","2018-06-27","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=418&bcd=community&pgno=1","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=poseuteo_dudeojimaced3hoe_.jpeg","Y","668","#남대문지하도상가,#종로4가지하도상가,#강남터미널지하도상가","4","서울 이야기 > 서울 사람"
"92669","도심 속에 흐르는 푸른 쉼표, &prime;2019 청계천 대학생 커뮤니케이터&prime; 大~모집!","도심 속에 흐르는 푸른 쉼표, 청계천을 자신만의 톡톡 튀는 개성으로 널리 알리실 청계천 대학생 커뮤니케이터(서포터즈)를 모집합니다! 활동비 지원 및 우수활동자 상금지원은 물론, 콘텐츠 제작 관련교육과 커뮤니케이터 활동으로 쌓은 공공마케팅 경험을 통해 예비 마케터로서 역량을 키워나갈 좋은 기회! ● 모집기간 : 2019.2.26(화) ~ 3.17(일), 20일간 ● 모집대상 : 서울시 거주 또는 서울 소재 대학교 재학생(휴학생 가능) ※ 활발하게 개인 SNS를 운영중이거나 사진, 동영상 등 콘텐츠 제작이 능숙한 분 우대 ● 모집인원 : 16명 내 관심있는 대학생 여러분들의 많은 지원 바랍니다 :)","2019-02-27","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=453&bcd=community&pgno=1","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=mojip_poseuteo(1).jpg","Y","669","#서포터즈,#콘텐츠,#공공마케팅","4","서울 이야기 > 서울 사람"
"92675","G:HA[지:하] 9호 - 일상 속 소소한 행복을 찾아 떠나는 여정","G:HA잡지 9호 G:HA[지:하] 9호 - 일상 속 소소한 행복을 찾아 떠나는 여정","2018-06-19","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=109&bcd=library&pgno=1","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgFile.do?bcd=library&msg_seq=109&fileno=1&size=middle","Y","675","#매거진,#커버스토리,#같이,#발견,#잠시,#쉬다,#만남,#열정,#소식,#문화","4","서울 이야기 > 서울 도서관"
"92670","시민과 함께하는 열린 경영! 서울시설공단을 이끌어갈 &prime;시민경영참여단&prime; 모집!","청계천, 서울월드컵경기장, 고척스카이돔, 장충체육관, 서울어린이대공원 등 문화체육시설과 추모시설, 서울시내 25개 지하도상가, 11개 자동차전용도로, 47개 공영 주차장, 31개 공영차고지 등을 관리·운영하고 있는 서울시 산하 지방공기업 서울시설공단에서 시민경영참여단을 모집합니다! 시민경영참여단은 서울시설공단의 각 사업관련 활동에 참여하며 공단과 함께 안전하고 즐거운 서울을 만들기 위해 3월부터 12월까지 10개월간 활동하게 됩니다. 1. 모집인원 및 지원방법 ▶ 60명 내외 모집 예정 ▶ 공단 시설에 관심이 많고, 적극적인 소통과 열정으로 지속적인 참여가 가능한 시민이라면 누구나 지원가능! 2. 모집사업분야 지하도상가, 서울시립승화원, 서울추모공원, 서울월드컵경기장, 장충체육관, 서울어린이대공원, 공영주차장, 공공자전거(따릉이), 공단 총무부서, 도심지 공사감독, 교통정보 3. 접수기간 2019. 2. 22.(금) ~ 3.5.(화) 4. 접수방법 지원 신청서 및 개인정보 수집이용 동의서 각 1부 작성 후 이메일 제출 (ksh012@sisul.or.kr) ※ 지원서 다운로드 : goo.gl/UZrTD5 또는 공단 홈페이지(sisul.or.kr) 5. 선발기준 공단에 대한 관심도 및 다양한 시민 참여 기회 안분 고려 ※결과발표 : 2019. 3. 12(화) 공단 홈페이지 6. 활동내용 ▶ 활동기간 : 2019. 3월 ~ 12월 ▶ 배정된 사업장에 대한 다양한 아이디어(경영개선, 마케팅, 홍보, 행사, 모니터링 등) 발굴, 추진 ▶ 차년도 사업 아이디어 제시 ▶ 전체모임 및 정기 간담회 참석 등 ※ 활동 참여에 대한 포상 및 수당 지급 7. 문의사항 02) 2290 - 7133 (서울시설공단 기획조정실 담당자 자세한 내용보기, 신청서 다운로드: http://www.sisul.or.kr/open_content/main/bbs/bbsMsgDetail.do?bcd=notice&msg_seq=6067 시민경영참여단은 3월부터 모집분야별로 각 부서 실무담당자와 함께 과제 협의 등 활동을 시작할 예정입니다! 총 12개 모집사업분야 중 1~3지망까지 활동 희망부서를 선택하실 수 있고, 희망부서를 고려하여 최종 선발할 예정이니, 많은 참여 부탁드립니다! 이번 시민경영참여단을 통해 시민들의 참신한 아이디어가 서울의 핵심 시설운영에 긍정적 자극이 됐으면 합니다. 앞으로도 서울시설공단은 시민여러분께 의미있는 공공서비스를 제공하기 위해 최선을 다 하겠습니다!","2019-02-27","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=454&bcd=community&pgno=1","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=simingyeongyeongchamyeodan.jpg","Y","670","#청계천,#서울월드컵경기장,#고척스카이돔,#장충체육관,#서울어린이대공원,#문화체육시설,#추모시설,#지하도상가,#자동차전용도로","4","서울 이야기 > 서울 사람"
"92672","인권의 가치를 더하다! 서울시설공단 인권 콘텐츠 공모전 안내","[2019 서울시설공단 인권 콘텐츠 공모전] 인간답게 살 권리의 중요성에 대한 공감대가 그 어느 때보다 높은 요즘! 일상 속에서, 혹은 직장에서 마주치는 인권에 대한 다양한 이야기들을 들려주세요 :) 인권존중 실천의지, 인권존중의 필요성, 직장 내 괴롭힘·성희롱·갑질 근절 등을 주제로 서울시설공단 인권콘텐츠 공모전을 개최합니다! ◎ 접수기간 : 2019. 3. 1 ~ 3.22,16:00까지 ◎ 응모자격 : 공단 임직원 및 시민(초-중-고-대학(원)생 포함) ◎ 공모주제 1) 조직 내(또는 일상생활)에서 인권존중 실천의지 표현 2) 인권존중의 중요성, 인권의식 개선 동참 유도 3) 성희롱(성폭력), 직장 내 괴롭힘, 직장 갑질 근절 등 ◎ 공모분야 : 캐치프레이즈, 포스터, 인포그래픽(카드뉴스 등) ◎ 응모방법 : 서울시설공단 홈페이지에서 첨부파일 다운받은 후 작성하여 담당자 제출(jyr413@sisul.or.kr) ◎ 결과발표 : 4월 중 예정(홈페이지 공고 및 개별 연락) ※홈페이지 바로가기(첨부파일 다운로드 및 세부내용 확인) http://www.sisul.or.kr/open_content/main/bbs/bbsMsgDetail.do?bcd=notice&msg_seq=6075 관심있는 시민 여러분들의 많은 참여 바랍니다 :)","2019-02-27","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=456&bcd=community&pgno=1","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=0d78e323be1720d4a20e2421660df925_1.jpg","Y","672","#인권존중,#괴롭힘,#성희롱,#갑질","4","서울 이야기 > 서울 사람"
"92671","4차산업 기술이 더해져 더~욱 풍성했던 2019 「217 안전지킴의 날」 행사!","2년 전인 2016년 2월 17일. 해빙기 안전점검 도중 정릉천고가의 케이블 손상을 발견해, 내부순환로 일부를 폐쇄하고 신속하게 교량에 대한 특별점검 및 긴급보수 작업을 실시하여 시민 안전 증진에 기여한 217 안전지킴의 날 공단은 안전점검의 중요성을 되새기자는 의미에서 시민안전 증진에 기여한 날을 상기해 작년부터 서울시설공단만의 특화된 안전행사인 217안전지킴의 날을 지정해 운영하고 있죠! 이를 기념해 이날 안전경영 선포식과 전사적 실천결의를 다짐하는 자리를 가졌습니다. 올해 행사에는 4차산업 기술이 접목되어 색다른 볼거리와 즐길거리를 선사하였는데요, 첫번째로, VR 퍼포먼스! VR퍼포먼스는 VR 헤드기어를 착용한 작가가 컨트롤러를 사용하여 가상의 빈 공간에 이미지를 형상화 하는 퍼포먼스인데요. 이날은 VR 가상공간 속 공연인 서울시설공단의 안전을 그리다 라는 행사를 통해 빔프로젝터에 라이브로 이미지를 송출하여 안전과 관련된 VR 드로잉을 진행하였습니다. 사실 안전이라는 주제가 좀 딱딱한 면이 있는데, 주요 4차산업혁명 기술 중 하나인 VR을 안전과 접목시켜 딱딱함은 out!, 매우 흥미로운 퍼포먼스였습니다. 그 뒤엔 각 현장 업무 때문에 행사 참석이 어려운 직원이 남긴 영상인터뷰 2019년 우리들의 안전다짐 이야기를 시청하였고, 안전경영 선포식 뒤 참석자 전원이 안전구호가 담긴 슬로건 타올을 활용, 안전실천결의 퍼포먼스를 진행하면서 217 안전지킴의 날의 의미를 되새겼습니다.. 이후 공단 임직원 및 외부전문가가 함께 참여해 서울월드컵경기장에서 합동점검을 실시하였는데요, 여기서 두번째 4차산업혁명 기술, 드론이 등장하였습니다! 사람의 육안으로 쉽게 관찰할 수 없는 서울월드컵경기장의 구석구석을 드론으로 점검 할 수 있었습니다! 한편 공단은 서울월드컵경기장 상부는 물론, 육안점검으로 한계가 있는 시설에 항공촬영용 드론을 활용해 안전점검을 진행하고 있고, 특히, 교통정보시설은 IoT(사물인터넷)를 활용한 전기안전 원격시스템을 구축해 안전관리를 진행하고 있습니다. 실천적 다짐을 넘어, 안전이 서울시민의 일상 속에 자리잡을 수 있도록 서울시설공단은 2019년에도 열심히 달리겠습니다!","2019-02-27","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=455&bcd=community&pgno=1","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=20190215_217anjeonjicimuinal_anjeongyeongyeongseonposik_0001(1).jpg","Y","671","#해빙기,#안전점검,#정릉천고가,#케이블,#내부순환로","4","서울 이야기 > 서울 사람"
"92673","""여성화장실 범죄, 꼼짝마!"" 고속터미널지하도상가, 여성안심화장실 조성!","총 880m 길이에 620여개의 점포, 서울의 대표지하도상가쇼핑몰, 고투몰이 위치한 강남터미널지하도상가! 유동인구가 많은 지역인만큼 여성안전, 범죄예방에 힘쓰고자 서울시설공단은 안전환경 조성작업을 실시하게 되었습니다! 1. 서울 대표 지하쇼핑몰, 터미널지하도상가! 고속터미널역에 위치한 강남터미널지하도상가(일명 고투몰@)는 길이 880m, 620여 점포가 위치한 서울의 대표적인 지하쇼핑물인데요. 유동인구, 특히 여성 방문객들이 많은 만큼 안전환경 조성에 힘쓰기 위해 서울시설공단은 서초경찰서와 협업하여 시설개선을 추진하였습니다. 2. 터미널지하도상가 세이프티존 지정 여자화장실 내에 비상통화장치를 설치하여 긴급상황에 보다 빠르게 대응하고 담당자 뿐만 아니라 유관관계자 모두에게 문자로 긴급상황이 전달될 수 있도록 시스템을 강화하였습니다. 또한 지하도상가 내 경찰 순찰을 강화하여 범죄를 사전에 예방할 수 있도록 최선을 다할 예정입니다. 또한 주요 출입고에 분실물에 분실물 습득 및 미아발견 시 안내사항을 부착하는 등(4개 언어) 안전 인프라를 강화하였는데요. 지하도상가가 범죄 FREE ZONE이 될 수 있도록 안전한 지하도상가 만들기에 모두 동참해주실거죠? ;)","2019-02-27","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=452&bcd=community&pgno=1","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=1(159).jpg","Y","673","#고투몰,#여성안전,#범죄예방","4","서울 이야기 > 서울 사람"
